Optimal solution 832
Seed 12020323
Number of iterations 8000
Number of cars 12
Best Solution:	[[69, 3, 63, 74, 34, 2, 64, 17], [76, 31, 49, 22, 29, 75], [30, 46, 28, 53, 47, 9, 35], [27, 68, 8, 36, 20, 55, 14, 58, 16], [52, 4, 45, 33, 51, 19, 25, 50], [72, 61, 71, 21, 38, 6, 48, 37, 70, 62], [57, 24, 44, 42, 43, 65, 23, 7], [40, 10, 73, 59, 11, 32, 56, 26], [54, 15, 60, 67, 66], [18, 41, 13, 39, 12], [5]]	945.4519839036642	71.80804473114762	176

iteration	paths	result	hipotesis 1	hipotesis 2
1	[[9, 47, 35, 68, 69, 76], [34, 74, 2, 44, 42, 43, 23, 63], [39, 11, 59, 73, 40, 10], [57, 24, 64, 17, 52, 18, 13], [65, 62, 29, 75, 3, 31], [54, 15, 20, 55, 14, 28, 53], [45, 4, 33, 51, 19, 26, 56, 32], [67, 66, 12, 36, 8, 27], [22, 48, 37, 21, 71, 61, 72, 70, 38], [25, 50, 41, 49, 16, 58, 6], [7, 5, 46, 30, 60]]	1092.6625882038431	13.937717746818862	176
2	[[39, 11, 59, 73, 40, 10], [57, 24, 44, 42, 43, 65, 2, 74], [5, 76, 69, 7, 52, 4, 45], [46, 30, 49, 48, 22, 75, 35], [61, 71, 38, 6, 37, 70, 72, 28, 53, 36], [16, 58, 14, 55, 20, 15, 54], [27, 68, 47, 9, 8, 13], [31, 3, 34, 64, 17, 50, 25], [19, 51, 26, 56, 33, 41, 18], [60, 12, 67, 66, 32], [63, 29, 62, 23, 21]]	1087.659504200927	28.924149172932104	176
3	[[37, 38, 21, 71, 61, 72, 70, 22, 75], [45, 4, 52, 18, 13, 41, 33], [2, 74, 34, 7, 76, 69, 3], [24, 57, 50, 25, 42, 43, 44, 65], [67, 12, 66, 39, 54], [47, 35, 53, 28, 46, 30, 48], [68, 27, 8, 9, 36, 15, 20], [14, 58, 16, 6, 49, 31, 5], [51, 19, 26, 10, 40, 73, 59], [55, 60, 11, 32, 56, 17, 64], [63, 29, 62, 23]]	1086.597121467145	17.347508596236736	176
4	[[4, 45, 33, 51, 19, 25, 50], [71, 61, 72, 70, 37, 48, 22, 62, 29], [56, 26, 10, 40, 73, 59, 11, 39], [52, 18, 41, 13, 27, 68], [6, 49, 30, 46, 28, 53, 35], [65, 43, 42, 44, 2, 63, 23, 75], [17, 64, 24, 57, 74, 34, 3, 69], [60, 15, 20, 36, 9, 8, 54], [21, 38, 16, 58, 5, 76, 7], [66, 12, 67, 32, 55, 14], [47, 31]]	1062.757546732534	53.22761765945674	176
5	[[13, 41, 18, 52, 7, 76, 69], [33, 51, 19, 25, 50, 74, 34, 64], [9, 36, 8, 27, 68, 47, 35], [3, 75, 29, 63, 31, 49], [70, 37, 38, 21, 71, 61, 72, 48, 6, 30], [12, 39, 11, 59, 73, 40], [54, 15, 20, 55, 58, 16, 28], [24, 57, 42, 44, 2, 23, 65, 43], [66, 67, 60, 14, 53, 5], [45, 4, 17, 32, 26, 56, 10], [46, 22, 62]]	1056.437715214918	19.00526894123233	176
9	[[70, 72, 61, 71, 21, 38, 37, 48, 30, 46], [6, 16, 58, 55, 14, 53, 28, 47], [17, 64, 34, 74, 63, 29, 3], [43, 44, 2, 23, 65, 42, 57, 24, 50], [27, 13, 41, 18, 52, 4, 45], [69, 7, 76, 68, 35, 9, 36, 8], [15, 20, 54, 12, 66, 39], [26, 56, 51, 19, 25, 33], [75, 22, 62, 49, 31, 5], [11, 59, 73, 40, 10, 32], [60, 67]]	1027.9012326984155	3.5271417978891435	176
23	[[2, 44, 43, 42, 57, 24, 50, 25, 19], [48, 37, 38, 21, 71, 61, 72, 70, 49], [65, 23, 62, 22, 75, 31], [17, 64, 34, 74, 63, 29, 3], [51, 45, 4, 52, 18, 41, 13], [20, 36, 9, 47, 35, 68, 76], [8, 54, 12, 66, 39, 11], [67, 60, 15, 55, 14, 53], [16, 58, 6, 30, 46, 28, 5, 69], [73, 40, 10, 32, 59, 27, 7], [26, 56, 33]]	1014.6840218360321	6.770661892752287	176
30	[[25, 50, 24, 57, 42, 43, 44, 2, 74], [4, 45, 10, 40, 73, 59, 11], [70, 72, 61, 71, 21, 38, 37, 48, 30, 46], [33, 51, 19, 26, 56, 7, 76], [67, 60, 15, 20, 36, 9], [65, 23, 62, 22, 75, 31, 49], [3, 29, 63, 34, 64, 17], [52, 18, 41, 13, 27, 35], [32, 39, 66, 12, 54, 8], [68, 53, 28, 47, 5, 69], [58, 16, 6, 55, 14]]	1008.1288059687844	3.3928820388983354	176
74	[[24, 57, 42, 43, 44, 2, 74, 63], [5, 69, 76, 7, 3, 75, 31], [50, 25, 4, 45, 10, 40, 73, 59], [8, 54, 12, 66, 39, 11], [64, 17, 34, 52, 18, 41, 13], [29, 22, 62, 23, 65, 30], [35, 47, 28, 53, 68, 27], [48, 37, 38, 21, 71, 61, 72, 70, 49], [15, 60, 67, 32, 56, 26], [9, 36, 20, 55, 14, 58, 16, 6, 46], [33, 51, 19]]	1004.8989820040811	20.649549407398666	176
94	[[48, 37, 38, 21, 71, 61, 72, 70, 49, 30], [26, 56, 32, 11, 59, 73, 40, 10], [63, 74, 2, 44, 43, 42, 57, 24, 64], [39, 66, 12, 54, 8, 36, 9], [27, 68, 53, 28, 47, 35], [50, 25, 4, 45, 33, 51, 19], [76, 69, 5, 46, 6, 16, 58, 14], [31, 75, 3, 7, 52, 18], [65, 23, 62, 22, 29, 34], [67, 60, 15, 20, 55, 13], [41, 17]]	997.8402007735654	40.510805085097786	176
