Optimal solution 832
Seed 12020324
Number of iterations 8000
Number of cars 12
Best Solution:	[[9, 47, 35, 53, 28, 46, 30], [63, 74, 2, 44, 42, 43, 65, 23], [71, 61, 72, 37, 70, 22, 75, 3, 31], [16, 58, 14, 38, 21, 55, 20, 36, 8], [24, 57, 50, 17, 64, 34, 7, 76], [13, 40, 10, 41, 18, 52, 69], [59, 73, 11, 39, 12, 54], [49, 48, 6, 29, 62, 5], [4, 45, 33, 26, 56, 19, 51, 25], [15, 60, 67, 66, 32], [27, 68]]	995.6002817409168	73.38433493497644	176

iteration	paths	result	hipotesis 1	hipotesis 2
1	[[63, 74, 34, 64, 17, 33, 45, 4], [69, 76, 68, 36, 9, 47, 35], [61, 71, 21, 38, 58, 16, 30, 46, 6], [26, 56, 51, 19, 25, 50, 24, 57, 42], [31, 75, 49, 48, 22, 70, 37, 72, 28], [73, 40, 10, 41, 13, 18, 27], [60, 15, 54, 20, 14, 55], [23, 2, 44, 43, 65, 62, 29], [67, 12, 39, 66, 11], [59, 32, 52, 7, 3, 5], [8, 53]]	1071.7874060534762	56.50183684399878	176
13	[[54, 36, 8, 9, 35, 47, 53], [22, 48, 49, 30, 46, 28], [3, 29, 75, 31, 5, 76], [63, 74, 34, 64, 17, 33, 73, 59], [44, 42, 43, 65, 23, 2, 52, 18], [25, 50, 57, 24, 51, 19, 45, 4], [21, 71, 61, 72, 37, 70, 62, 69, 7], [39, 12, 67, 66, 11], [68, 27, 13, 41, 40], [6, 38, 16, 58, 14, 55, 20, 15], [60, 10, 26, 56, 32]]	1071.1763742671021	63.78570958432816	176
15	[[55, 14, 28, 53, 47, 35, 9, 36], [11, 66, 67, 12], [76, 69, 7, 52, 18, 27, 68], [63, 23, 2, 74, 34, 64, 17, 4, 45], [41, 13, 73, 40, 10, 33], [3, 31, 75, 49, 6, 30, 46], [5, 59, 39, 54, 8, 20], [65, 44, 43, 42, 24, 57, 50, 25], [58, 16, 38, 21, 71, 61, 72, 37, 48], [60, 15, 32, 26, 51, 19, 56], [22, 62, 29, 70]]	1058.1406651413888	8.352559736660808	176
33	[[12, 67, 66, 39, 11], [75, 31, 49, 48, 22, 29], [55, 14, 58, 16, 6, 37, 72, 61, 71, 21], [54, 15, 20, 9, 47, 35], [45, 4, 17, 64, 50, 25, 24, 57, 42], [44, 43, 65, 23, 63, 74, 2, 34], [69, 76, 5, 46, 30, 28, 53], [33, 51, 19, 26, 56, 10, 40, 73], [8, 36, 68, 27, 13, 59], [38, 70, 62, 3, 7, 52, 18], [41, 32, 60]]	1045.9164380066013	24.30120369099508	176
38	[[12, 67, 66, 39, 59, 73], [33, 41, 18, 52, 7, 69], [64, 17, 4, 45, 51, 19, 50, 25], [14, 16, 58, 6, 48, 22, 31], [72, 61, 71, 21, 38, 37, 70, 62, 23, 63, 74], [68, 27, 76, 5, 46, 49], [60, 15, 54, 8, 36, 9], [2, 44, 42, 43, 65, 29, 75], [13, 40, 10, 26, 56, 32, 11], [20, 55, 47, 35, 53, 28, 30], [24, 57, 34, 3]]	1016.1177683152392	9.76207668447421	176
85	[[58, 16, 53, 28, 14, 55, 20, 36, 54], [18, 52, 17, 34, 7, 69, 3], [31, 49, 30, 46, 5, 68], [73, 40, 33, 45, 4, 13, 41], [37, 70, 72, 61, 71, 21, 38, 6, 48], [76, 64, 74, 63, 29, 75, 22, 62], [23, 2, 44, 42, 43, 65, 57, 24, 50], [59, 11, 39, 66, 67], [9, 8, 12, 15, 60], [25, 51, 19, 26, 56, 32, 10], [27, 47, 35]]	1004.673225852224	62.244769500862446	176
541	[[9, 47, 35, 53, 28, 46, 30], [63, 74, 2, 44, 42, 43, 65, 23], [71, 61, 72, 37, 70, 22, 75, 3, 31], [16, 58, 14, 38, 21, 55, 20, 36, 8], [24, 57, 50, 17, 64, 34, 7, 76], [13, 40, 10, 41, 18, 52, 69], [59, 73, 11, 39, 12, 54], [49, 48, 6, 29, 62, 5], [4, 45, 33, 26, 56, 19, 51, 25], [15, 60, 67, 66, 32], [27, 68]]	995.6002817409168	73.38433493497644	176
