Optimal solution 817
Seed 12020329
Number of iterations 8000
Number of cars 10
Best Solution:	[[66, 67, 72, 36, 35, 79, 80, 4, 78, 77, 51, 2, 70, 28], [94, 86, 92, 101, 99, 38, 93, 60, 100, 97, 7, 95, 96], [19, 84, 61, 6, 85, 18, 46, 9, 47, 48, 37, 50, 65, 12, 20], [8, 83, 49, 89, 32, 71, 31, 21, 52, 10, 82, 34], [17, 62, 87, 39, 15, 45, 43, 44, 16, 58, 3, 88, 98], [22, 74, 73, 75, 23, 42, 76, 57, 24, 40, 68, 26, 56], [54, 59, 41, 27, 13, 81, 69, 30, 25, 55, 5, 14], [63, 11, 33, 91, 64, 53, 90, 29]]	963.4491961073667	13.852035555077137	142

iteration	paths	result	hipotesis 1	hipotesis 2
1	[[11, 12, 64, 91, 33, 66, 36, 72, 21, 31, 71, 32, 89, 63], [14, 95, 7, 90, 38, 99, 94, 86, 92, 101, 93, 60], [40, 26, 56, 5, 57, 76, 75, 73, 74, 22, 41, 54, 27, 55, 81], [79, 35, 34, 4, 78, 69, 13, 25, 30, 77, 51, 2, 70, 28, 29], [19, 61, 84, 85, 6, 59, 3, 88, 98, 96, 97, 100, 62, 17], [18, 46, 9, 83, 8, 49, 48, 65, 50, 37, 47, 20, 53, 16, 58], [87, 39, 45, 15, 43, 44, 23, 42, 24, 68, 10], [80, 82, 52, 67]]	1219.845509657446	57.89425269492156	142
2	[[16, 44, 15, 45, 94, 99, 38, 101, 92, 86, 93, 60, 100], [72, 36, 10, 52, 34, 82, 80, 4, 78, 77, 51, 2, 70, 71], [20, 48, 37, 50, 65, 64, 91, 33, 31, 21, 67, 66], [55, 81, 69, 13, 27, 41, 59, 54, 29, 28, 90, 7], [87, 17, 62, 6, 85, 18, 46, 9, 83, 8, 49, 12], [35, 79, 30, 25, 56, 26, 40, 68, 24, 57, 76, 75, 23, 42, 58, 3, 43], [74, 73, 22, 5, 88, 98, 96, 95, 97, 61, 84, 19, 53], [89, 32, 63, 11, 47, 39, 14]]	1131.6029680666004	15.092690453599374	142
3	[[10, 52, 34, 82, 80, 4, 78, 77, 51, 2, 70, 28, 53, 19], [36, 72, 67, 21, 31, 71, 11, 91, 33, 64, 12, 20, 63, 89], [5, 56, 26, 40, 57, 76, 75, 73, 74, 22, 41, 59, 54, 27], [96, 98, 88, 100, 97, 7, 90, 60, 93, 38, 99, 101, 92, 17, 45], [16, 58, 43, 15, 39, 87, 62, 86, 94, 6], [84, 61, 85, 18, 46, 9, 47, 48, 37, 50, 65, 49, 83, 8], [14, 95, 23, 42, 24, 68, 30, 25, 81, 69], [3, 44, 29, 13, 55, 79, 35, 66, 32]]	1126.3967254079525	60.38705834760492	142
4	[[77, 78, 4, 80, 79, 35, 36, 72, 67, 21, 31, 71, 32, 89], [28, 70, 2, 51, 29, 54, 59, 41, 22, 74, 73, 75, 23, 42, 76], [94, 86, 92, 101, 38, 99, 93, 60, 100, 97, 95, 96], [84, 61, 6, 85, 18, 46, 9, 83, 49, 20, 12, 64, 91, 63], [65, 50, 37, 48, 47, 8, 53, 90, 7, 14, 88, 98, 3, 58, 16, 44, 43], [68, 24, 57, 40, 26, 56, 55, 81, 69, 13, 27], [17, 62, 87, 45, 15, 39, 5, 25, 30, 34, 82], [52, 10, 66, 33, 11, 19]]	1080.654242221457	6.818670713338378	142
5	[[19, 90, 7, 95, 96, 98, 101, 92, 86, 94, 99, 38, 93], [59, 41, 22, 74, 73, 75, 76, 57, 40, 24, 68, 26, 56], [51, 77, 78, 4, 80, 79, 35, 36, 72, 10, 82, 34, 52, 21], [20, 12, 64, 91, 33, 11, 63, 89, 32, 71, 31, 70, 2, 28], [53, 8, 83, 49, 48, 37, 50, 65, 66, 67, 54], [29, 27, 13, 81, 69, 30, 25, 55, 5, 23, 42, 16, 44, 43, 58], [46, 9, 84, 61, 6, 85, 18, 62, 17, 87, 45, 15, 39], [60, 100, 97, 88, 14, 3, 47]]	1047.950630176524	0.44123276194849836	142
8	[[91, 64, 12, 20, 63, 11, 32, 89, 8, 83, 49, 48], [70, 2, 51, 77, 78, 4, 80, 79, 34, 82, 10, 52, 21, 31, 71], [30, 25, 55, 56, 26, 40, 57, 76, 75, 73, 74, 22, 41, 59, 54], [35, 36, 72, 67, 66, 33, 65, 50, 37, 47, 9, 46, 18, 85], [81, 69, 13, 27, 29, 28, 53, 19, 90, 7, 95, 96], [14, 3, 58, 16, 44, 43, 88, 98, 93, 60, 100, 97, 94], [61, 84, 6, 62, 17, 87, 45, 15, 86, 99], [5, 68, 24, 42, 23, 101, 92, 38, 39]]	1044.3822633467012	43.11834008025397	142
9	[[85, 6, 61, 84, 19, 53, 90, 7, 95, 96, 98, 88, 3, 58, 16], [43, 44, 15, 45, 17, 62, 86, 94, 99, 38, 93, 60], [52, 10, 82, 34, 80, 4, 78, 77, 51, 2, 70, 32, 89, 8], [28, 29, 54, 59, 41, 22, 74, 73, 75, 23, 42, 76, 57], [55, 56, 26, 40, 24, 68, 5, 25, 30, 69, 81], [47, 49, 83, 9, 46, 18, 87, 39, 101, 92, 100, 97, 14], [27, 13, 79, 35, 36, 72, 67, 21, 31, 71, 11, 63, 20], [66, 33, 91, 64, 12, 65, 50, 37, 48]]	1042.133374753302	40.918623701331256	142
